project_name,employee_name,position,salary,budget,project_manager
Проект_64,Сотрудник_381,Разработчик,94753,983604,Сотрудник_1956
Проект_60,Сотрудник_382,Аналитик,110988,573992,Сотрудник_1225
Проект_63,Сотрудник_383,Менеджер,72471,897233,Сотрудник_439
Проект_98,Сотрудник_384,Менеджер,86883,171475,Сотрудник_140
Проект_3,Сотрудник_385,Менеджер,63732,708634,Сотрудник_893
Проект_67,Сотрудник_386,Тестировщик,77063,676269,Сотрудник_670
Проект_100,Сотрудник_387,Аналитик,51805,575981,Сотрудник_1736
Проект_23,Сотрудник_388,Тестировщик,95724,598870,Сотрудник_174
Проект_90,Сотрудник_389,Разработчик,116306,330818,Сотрудник_1813
Проект_78,Сотрудник_390,Аналитик,79767,724686,Сотрудник_1055
Проект_24,Сотрудник_391,Менеджер,63614,962628,Сотрудник_243
Проект_17,Сотрудник_392,Аналитик,112993,217276,Сотрудник_472
Проект_2,Сотрудник_393,Аналитик,98004,123416,Сотрудник_1839
Проект_39,Сотрудник_394,Разработчик,80317,565795,Сотрудник_843
Проект_76,Сотрудник_395,Тестировщик,109090,743261,Сотрудник_1590
Проект_76,Сотрудник_396,Разработчик,84889,743261,Сотрудник_1590
Проект_8,Сотрудник_397,Разработчик,59004,282968,Сотрудник_895
Проект_1,Сотрудник_398,Разработчик,76012,468446,Сотрудник_320
Проект_24,Сотрудник_399,Аналитик,96338,962628,Сотрудник_243
Проект_81,Сотрудник_400,Менеджер,92778,522430,Сотрудник_501
Проект_80,Сотрудник_401,Тестировщик,111678,297013,Сотрудник_859
Проект_17,Сотрудник_402,Аналитик,106720,217276,Сотрудник_472
Проект_65,Сотрудник_403,Тестировщик,60132,754662,Сотрудник_750
Проект_76,Сотрудник_404,Разработчик,50724,743261,Сотрудник_1590
Проект_95,Сотрудник_405,Разработчик,113594,171383,Сотрудник_922
Проект_90,Сотрудник_406,Аналитик,94146,330818,Сотрудник_1813
Проект_61,Сотрудник_407,Менеджер,69700,929971,Сотрудник_1743
Проект_1,Сотрудник_408,Менеджер,107487,468446,Сотрудник_320
Проект_89,Сотрудник_409,Разработчик,70012,958441,Сотрудник_1005
Проект_45,Сотрудник_410,Менеджер,101679,210454,Сотрудник_1979
Проект_55,Сотрудник_411,Аналитик,100808,820056,Сотрудник_1643
Проект_7,Сотрудник_412,Тестировщик,59853,369831,Сотрудник_1148
Проект_80,Сотрудник_413,Тестировщик,87622,297013,Сотрудник_859
Проект_14,Сотрудник_414,Тестировщик,55805,694452,Сотрудник_145
Проект_94,Сотрудник_415,Менеджер,117048,264355,Сотрудник_1535
Проект_26,Сотрудник_416,Менеджер,94101,746774,Сотрудник_1402
Проект_86,Сотрудник_417,Тестировщик,54269,418678,Сотрудник_1417
Проект_58,Сотрудник_418,Тестировщик,105579,988343,Сотрудник_1875
Проект_16,Сотрудник_419,Менеджер,119196,382253,Сотрудник_1327
Проект_24,Сотрудник_420,Менеджер,97812,962628,Сотрудник_243
Проект_89,Сотрудник_421,Тестировщик,91074,958441,Сотрудник_1005
Проект_39,Сотрудник_422,Аналитик,107878,565795,Сотрудник_843
Проект_92,Сотрудник_423,Менеджер,88074,585814,Сотрудник_1280
Проект_92,Сотрудник_424,Менеджер,50762,585814,Сотрудник_1280
Проект_15,Сотрудник_425,Тестировщик,64355,427206,Сотрудник_435
Проект_75,Сотрудник_426,Разработчик,58725,584352,Сотрудник_213
Проект_79,Сотрудник_427,Тестировщик,111980,394683,Сотрудник_1357
Проект_8,Сотрудник_428,Тестировщик,56461,282968,Сотрудник_895
Проект_26,Сотрудник_429,Менеджер,64307,746774,Сотрудник_1402
Проект_21,Сотрудник_430,Разработчик,107952,931791,Сотрудник_1868
Проект_30,Сотрудник_431,Аналитик,78764,968469,Сотрудник_595
Проект_29,Сотрудник_432,Разработчик,65551,626671,Сотрудник_1990
Проект_71,Сотрудник_433,Менеджер,54521,139145,Сотрудник_313
Проект_34,Сотрудник_434,Аналитик,52876,507683,Сотрудник_301
Проект_23,Сотрудник_435,Разработчик,99473,598870,Сотрудник_174
Проект_55,Сотрудник_436,Тестировщик,111707,820056,Сотрудник_1643
Проект_17,Сотрудник_437,Разработчик,66963,217276,Сотрудник_472
Проект_63,Сотрудник_438,Менеджер,52927,897233,Сотрудник_439
Проект_36,Сотрудник_439,Тестировщик,50792,893845,Сотрудник_92
Проект_24,Сотрудник_440,Разработчик,95537,962628,Сотрудник_243
Проект_11,Сотрудник_441,Разработчик,119858,274639,Сотрудник_774
Проект_79,Сотрудник_442,Аналитик,72319,394683,Сотрудник_1357
Проект_88,Сотрудник_443,Менеджер,69856,281410,Сотрудник_1232
Проект_29,Сотрудник_444,Тестировщик,86907,626671,Сотрудник_1990
Проект_81,Сотрудник_445,Аналитик,82367,522430,Сотрудник_501
Проект_24,Сотрудник_446,Менеджер,68572,962628,Сотрудник_243
Проект_47,Сотрудник_447,Тестировщик,105147,548656,Сотрудник_1883
Проект_74,Сотрудник_448,Тестировщик,116783,796598,Сотрудник_719
Проект_100,Сотрудник_449,Тестировщик,60636,575981,Сотрудник_1736
Проект_39,Сотрудник_450,Менеджер,66798,565795,Сотрудник_843
Проект_9,Сотрудник_451,Аналитик,91209,969563,Сотрудник_1959
Проект_34,Сотрудник_452,Аналитик,77509,507683,Сотрудник_301
Проект_69,Сотрудник_453,Разработчик,116530,311255,Сотрудник_1267
Проект_39,Сотрудник_454,Аналитик,99208,565795,Сотрудник_843
Проект_98,Сотрудник_455,Тестировщик,91800,171475,Сотрудник_140
Проект_16,Сотрудник_456,Менеджер,113273,382253,Сотрудник_1327
Проект_50,Сотрудник_457,Тестировщик,78909,474629,Сотрудник_616
Проект_52,Сотрудник_458,Тестировщик,58797,987200,Сотрудник_560
Проект_70,Сотрудник_459,Аналитик,73835,189200,Сотрудник_1192
Проект_30,Сотрудник_460,Тестировщик,87117,968469,Сотрудник_595
Проект_44,Сотрудник_461,Менеджер,69983,197088,Сотрудник_98
Проект_19,Сотрудник_462,Разработчик,115102,396884,Сотрудник_182
Проект_33,Сотрудник_463,Разработчик,61365,157767,Сотрудник_587
Проект_41,Сотрудник_464,Разработчик,96329,939334,Сотрудник_1926
Проект_21,Сотрудник_465,Менеджер,72442,931791,Сотрудник_1868
Проект_88,Сотрудник_466,Аналитик,71357,281410,Сотрудник_1232
Проект_83,Сотрудник_467,Разработчик,61361,701270,Сотрудник_106
Проект_38,Сотрудник_468,Разработчик,86808,761423,Сотрудник_1625
Проект_67,Сотрудник_469,Менеджер,84169,676269,Сотрудник_670
Проект_12,Сотрудник_470,Менеджер,86937,563731,Сотрудник_637
Проект_33,Сотрудник_471,Менеджер,90509,157767,Сотрудник_587
Проект_12,Сотрудник_472,Разработчик,116429,563731,Сотрудник_637
